,slope,slope_std,x_95,y_std_95,color,label,y_95,metric,std_metric,metric_y_95,metric_y_95_std,x_axis
ice,0.44750497638086,0.28452356880248747,3140.5832892344783,893.5699655744485,blue,ice,1405.426650670999,0.5555460547630289,0.27851928724103053,1744.7386559889108,874.7130192386782,cmd
grass,0.5963945629181164,0.31047790696509486,4116.431582734143,1278.0610619723095,green,grass,2455.01741456706,0.4357630240618469,0.2634472744515656,1793.7886748359251,1084.4626809376546,cmd
